origen,dest,tram,mode,lines,type,time,directed,geometry
SB-458,B-63-765,Pl Pius XII - Pl Pius XII,Bus - Bus,IU Stop - 63,Exchange,03:05,True,"LINESTRING (2.1201403 41.3866778, 2.1201587 41.3866479, 2.1201785 41.3866333, 2.1202167 41.3866253, 2.1202603 41.3866357, 2.1208965 41.386796, 2.1218262 41.3870333, 2.1218819 41.3870466, 2.1219195 41.3870621, 2.1219499 41.3870859, 2.1219666 41.3871124, 2.1219742 41.3871469, 2.1220567 41.3871664, 2.1220585 41.3872326, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
SB-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,IU Stop - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
SB-766,B-63-765,Diagonal - Pl Pius XII - Pl Pius XII,Bus - Bus,IU Stop - 63,Exchange,02:58,True,"LINESTRING (2.1230585 41.3873445, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-63-297,B-63-765,Av Pedralbes - Pg Manuel Girona - Pl Pius XII,Bus - Bus,63 - 63,Exchange,04:57,True,"LINESTRING (2.1184917 41.3903316, 2.1189339 41.3899915, 2.1189721 41.3899528, 2.1192769 41.3897091, 2.1192978 41.3896924, 2.1193719 41.3896342, 2.1194555 41.3895678, 2.1195164 41.3895235, 2.1195539 41.3895235, 2.1195861 41.3895134, 2.1196156 41.3894953, 2.1197705 41.3893755, 2.1207577 41.3886121, 2.1207758 41.3886242, 2.1208595 41.3885626, 2.1209487 41.3885011, 2.1210453 41.388516, 2.1210853 41.3885223, 2.1211469 41.3885358, 2.1211733 41.3885048, 2.1211579 41.3884932, 2.1211579 41.388469, 2.1211767 41.3884469, 2.1219522 41.3878509, 2.1220042 41.3878256)"
B-78-297,B-63-765,Av Pedralbes - Pg Manuel Girona - Pl Pius XII,Bus - Bus,78 - 63,Exchange,04:57,True,"LINESTRING (2.1184917 41.3903316, 2.1189339 41.3899915, 2.1189721 41.3899528, 2.1192769 41.3897091, 2.1192978 41.3896924, 2.1193719 41.3896342, 2.1194555 41.3895678, 2.1195164 41.3895235, 2.1195539 41.3895235, 2.1195861 41.3895134, 2.1196156 41.3894953, 2.1197705 41.3893755, 2.1207577 41.3886121, 2.1207758 41.3886242, 2.1208595 41.3885626, 2.1209487 41.3885011, 2.1210453 41.388516, 2.1210853 41.3885223, 2.1211469 41.3885358, 2.1211733 41.3885048, 2.1211579 41.3884932, 2.1211579 41.388469, 2.1211767 41.3884469, 2.1219522 41.3878509, 2.1220042 41.3878256)"
B-V5-297,B-63-765,Av Pedralbes - Pg Manuel Girona - Pl Pius XII,Bus - Bus,V5 - 63,Exchange,04:57,True,"LINESTRING (2.1184917 41.3903316, 2.1189339 41.3899915, 2.1189721 41.3899528, 2.1192769 41.3897091, 2.1192978 41.3896924, 2.1193719 41.3896342, 2.1194555 41.3895678, 2.1195164 41.3895235, 2.1195539 41.3895235, 2.1195861 41.3895134, 2.1196156 41.3894953, 2.1197705 41.3893755, 2.1207577 41.3886121, 2.1207758 41.3886242, 2.1208595 41.3885626, 2.1209487 41.3885011, 2.1210453 41.388516, 2.1210853 41.3885223, 2.1211469 41.3885358, 2.1211733 41.3885048, 2.1211579 41.3884932, 2.1211579 41.388469, 2.1211767 41.3884469, 2.1219522 41.3878509, 2.1220042 41.3878256)"
B-7-458,B-63-765,Pl Pius XII - Pl Pius XII,Bus - Bus,7 - 63,Exchange,03:05,True,"LINESTRING (2.1201403 41.3866778, 2.1201587 41.3866479, 2.1201785 41.3866333, 2.1202167 41.3866253, 2.1202603 41.3866357, 2.1208965 41.386796, 2.1218262 41.3870333, 2.1218819 41.3870466, 2.1219195 41.3870621, 2.1219499 41.3870859, 2.1219666 41.3871124, 2.1219742 41.3871469, 2.1220567 41.3871664, 2.1220585 41.3872326, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-33-458,B-63-765,Pl Pius XII - Pl Pius XII,Bus - Bus,33 - 63,Exchange,03:05,True,"LINESTRING (2.1201403 41.3866778, 2.1201587 41.3866479, 2.1201785 41.3866333, 2.1202167 41.3866253, 2.1202603 41.3866357, 2.1208965 41.386796, 2.1218262 41.3870333, 2.1218819 41.3870466, 2.1219195 41.3870621, 2.1219499 41.3870859, 2.1219666 41.3871124, 2.1219742 41.3871469, 2.1220567 41.3871664, 2.1220585 41.3872326, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-H6-458,B-63-765,Pl Pius XII - Pl Pius XII,Bus - Bus,H6 - 63,Exchange,03:05,True,"LINESTRING (2.1201403 41.3866778, 2.1201587 41.3866479, 2.1201785 41.3866333, 2.1202167 41.3866253, 2.1202603 41.3866357, 2.1208965 41.386796, 2.1218262 41.3870333, 2.1218819 41.3870466, 2.1219195 41.3870621, 2.1219499 41.3870859, 2.1219666 41.3871124, 2.1219742 41.3871469, 2.1220567 41.3871664, 2.1220585 41.3872326, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-7-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,7 - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-33-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,33 - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-63-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,63 - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-67-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,67 - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-78-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,78 - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-V5-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,V5 - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-M14-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,M14 - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-175-492,B-63-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,175 - 63,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-67-766,B-63-765,Diagonal - Pl Pius XII - Pl Pius XII,Bus - Bus,67 - 63,Exchange,02:58,True,"LINESTRING (2.1230585 41.3873445, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-M14-766,B-63-765,Diagonal - Pl Pius XII - Pl Pius XII,Bus - Bus,M14 - 63,Exchange,02:58,True,"LINESTRING (2.1230585 41.3873445, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-175-766,B-63-765,Diagonal - Pl Pius XII - Pl Pius XII,Bus - Bus,175 - 63,Exchange,02:58,True,"LINESTRING (2.1230585 41.3873445, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
SB-297,B-78-765,Av Pedralbes - Pg Manuel Girona - Pl Pius XII,Bus - Bus,IU Stop - 78,Exchange,04:57,True,"LINESTRING (2.1184917 41.3903316, 2.1189339 41.3899915, 2.1189721 41.3899528, 2.1192769 41.3897091, 2.1192978 41.3896924, 2.1193719 41.3896342, 2.1194555 41.3895678, 2.1195164 41.3895235, 2.1195539 41.3895235, 2.1195861 41.3895134, 2.1196156 41.3894953, 2.1197705 41.3893755, 2.1207577 41.3886121, 2.1207758 41.3886242, 2.1208595 41.3885626, 2.1209487 41.3885011, 2.1210453 41.388516, 2.1210853 41.3885223, 2.1211469 41.3885358, 2.1211733 41.3885048, 2.1211579 41.3884932, 2.1211579 41.388469, 2.1211767 41.3884469, 2.1219522 41.3878509, 2.1220042 41.3878256)"
SB-458,B-78-765,Pl Pius XII - Pl Pius XII,Bus - Bus,IU Stop - 78,Exchange,03:05,True,"LINESTRING (2.1201403 41.3866778, 2.1201587 41.3866479, 2.1201785 41.3866333, 2.1202167 41.3866253, 2.1202603 41.3866357, 2.1208965 41.386796, 2.1218262 41.3870333, 2.1218819 41.3870466, 2.1219195 41.3870621, 2.1219499 41.3870859, 2.1219666 41.3871124, 2.1219742 41.3871469, 2.1220567 41.3871664, 2.1220585 41.3872326, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
SB-492,B-78-765,Diagonal - Av Joan XXIII - Pl Pius XII,Bus - Bus,IU Stop - 78,Exchange,04:10,True,"LINESTRING (2.1231794 41.386976, 2.1230411 41.3869399, 2.1230146 41.3869162, 2.122628 41.3868189, 2.1225901 41.386764, 2.1225711 41.3867491, 2.1225229 41.386758, 2.1224369 41.386803, 2.1224091 41.3868409, 2.1223829 41.386868, 2.1223683 41.3868989, 2.1223559 41.3869281, 2.1223375 41.3869648, 2.122315 41.3870534, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
SB-766,B-78-765,Diagonal - Pl Pius XII - Pl Pius XII,Bus - Bus,IU Stop - 78,Exchange,02:58,True,"LINESTRING (2.1230585 41.3873445, 2.1222781 41.3871459, 2.1222494 41.3872073, 2.1222233 41.3872692, 2.122192 41.387273, 2.1221723 41.3872756, 2.1221489 41.3872805, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-63-297,B-78-765,Av Pedralbes - Pg Manuel Girona - Pl Pius XII,Bus - Bus,63 - 78,Exchange,04:57,True,"LINESTRING (2.1184917 41.3903316, 2.1189339 41.3899915, 2.1189721 41.3899528, 2.1192769 41.3897091, 2.1192978 41.3896924, 2.1193719 41.3896342, 2.1194555 41.3895678, 2.1195164 41.3895235, 2.1195539 41.3895235, 2.1195861 41.3895134, 2.1196156 41.3894953, 2.1197705 41.3893755, 2.1207577 41.3886121, 2.1207758 41.3886242, 2.1208595 41.3885626, 2.1209487 41.3885011, 2.1210453 41.388516, 2.1210853 41.3885223, 2.1211469 41.3885358, 2.1211733 41.3885048, 2.1211579 41.3884932, 2.1211579 41.388469, 2.1211767 41.3884469, 2.1219522 41.3878509, 2.1220042 41.3878256)"
B-78-297,B-78-765,Av Pedralbes - Pg Manuel Girona - Pl Pius XII,Bus - Bus,78 - 78,Exchange,04:57,True,"LINESTRING (2.1184917 41.3903316, 2.1189339 41.3899915, 2.1189721 41.3899528, 2.1192769 41.3897091, 2.1192978 41.3896924, 2.1193719 41.3896342, 2.1194555 41.3895678, 2.1195164 41.3895235, 2.1195539 41.3895235, 2.1195861 41.3895134, 2.1196156 41.3894953, 2.1197705 41.3893755, 2.1207577 41.3886121, 2.1207758 41.3886242, 2.1208595 41.3885626, 2.1209487 41.3885011, 2.1210453 41.388516, 2.1210853 41.3885223, 2.1211469 41.3885358, 2.1211733 41.3885048, 2.1211579 41.3884932, 2.1211579 41.388469, 2.1211767 41.3884469, 2.1219522 41.3878509, 2.1220042 41.3878256)"
B-V5-297,B-78-765,Av Pedralbes - Pg Manuel Girona - Pl Pius XII,Bus - Bus,V5 - 78,Exchange,04:57,True,"LINESTRING (2.1184917 41.3903316, 2.1189339 41.3899915, 2.1189721 41.3899528, 2.1192769 41.3897091, 2.1192978 41.3896924, 2.1193719 41.3896342, 2.1194555 41.3895678, 2.1195164 41.3895235, 2.1195539 41.3895235, 2.1195861 41.3895134, 2.1196156 41.3894953, 2.1197705 41.3893755, 2.1207577 41.3886121, 2.1207758 41.3886242, 2.1208595 41.3885626, 2.1209487 41.3885011, 2.1210453 41.388516, 2.1210853 41.3885223, 2.1211469 41.3885358, 2.1211733 41.3885048, 2.1211579 41.3884932, 2.1211579 41.388469, 2.1211767 41.3884469, 2.1219522 41.3878509, 2.1220042 41.3878256)"
B-7-458,B-78-765,Pl Pius XII - Pl Pius XII,Bus - Bus,7 - 78,Exchange,03:05,True,"LINESTRING (2.1201403 41.3866778, 2.1201587 41.3866479, 2.1201785 41.3866333, 2.1202167 41.3866253, 2.1202603 41.3866357, 2.1208965 41.386796, 2.1218262 41.3870333, 2.1218819 41.3870466, 2.1219195 41.3870621, 2.1219499 41.3870859, 2.1219666 41.3871124, 2.1219742 41.3871469, 2.1220567 41.3871664, 2.1220585 41.3872326, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-33-458,B-78-765,Pl Pius XII - Pl Pius XII,Bus - Bus,33 - 78,Exchange,03:05,True,"LINESTRING (2.1201403 41.3866778, 2.1201587 41.3866479, 2.1201785 41.3866333, 2.1202167 41.3866253, 2.1202603 41.3866357, 2.1208965 41.386796, 2.1218262 41.3870333, 2.1218819 41.3870466, 2.1219195 41.3870621, 2.1219499 41.3870859, 2.1219666 41.3871124, 2.1219742 41.3871469, 2.1220567 41.3871664, 2.1220585 41.3872326, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
B-H6-458,B-78-765,Pl Pius XII - Pl Pius XII,Bus - Bus,H6 - 78,Exchange,03:05,True,"LINESTRING (2.1201403 41.3866778, 2.1201587 41.3866479, 2.1201785 41.3866333, 2.1202167 41.3866253, 2.1202603 41.3866357, 2.1208965 41.386796, 2.1218262 41.3870333, 2.1218819 41.3870466, 2.1219195 41.3870621, 2.1219499 41.3870859, 2.1219666 41.3871124, 2.1219742 41.3871469, 2.1220567 41.3871664, 2.1220585 41.3872326, 2.1220667 41.3872983, 2.1220754 41.3873364, 2.1220918 41.3874129, 2.1221267 41.3874859, 2.122103 41.3875519, 2.122078 41.3876057, 2.1220592 41.387648, 2.1219771 41.3877307, 2.1219401 41.3877842, 2.1219606 41.3877975, 2.1220042 41.3878256, 2.1219522 41.3878509, 2.1211767 41.3884469, 2.1211579 41.388469, 2.1211579 41.3884932, 2.1211733 41.3885048)"
